id,comment_count,favorite_count,score
51991784,4,,7
52306543,5,,0
51799517,5,,1
51945529,5,,2
52181017,5,,2
51954126,5,,3
52255372,5,,4
51786978,5,,10
51753468,6,,0
51821199,6,,0
52134445,6,,1
52310209,6,,1
52122445,6,,2
51825460,6,,3
52072014,7,,0
51925564,8,,0
52010574,8,,1
52180936,8,,1
52294692,8,,1
51906664,9,,0
51978670,9,,0
52069738,9,,1
51919803,9,,2
52267696,10,,0
51951381,10,,1
51883858,10,,2
52066695,11,,0
51984790,15,,2
52071620,15,,10
68052312,1,,0
68104873,1,,0
68346418,1,,0
68351949,1,,0
68021998,1,,1
68396249,1,,3
68310028,1,,4
67828719,1,,-1
67851041,2,,0
68022087,2,,0
68033413,2,,0
68387329,2,,0
67975856,2,,1
68348114,2,,2
68195786,3,,0
68272294,3,,0
67952292,3,,1
68128140,3,,1
67849996,3,,2
68063625,3,,2
68208510,3,,2
67836635,4,,0
68143213,4,,0
67868714,4,,1
68079951,4,,1
68190458,4,,1
68268319,4,,1
68194052,4,,4
67869260,5,,0
67923909,5,,0
68216195,5,,0
68076564,5,,1
68181615,5,,1
68343236,5,,3
67828973,6,,0
67973056,6,,7
68062118,7,,0
68057477,7,,1
68088594,7,,1
67882913,8,,0
67933801,8,,0
68125946,8,,0
67853424,9,,4
68158705,10,,0
68394246,10,,0
68085236,10,,1
68066250,12,,0
67877205,17,,0
68211896,32,,0
68031477,37,,0
64561435,1,,0
64363608,1,,1
64367609,1,,1
64459094,1,,1
64733407,1,,1
64310485,1,,2
64777581,1,,3
64624945,1,,4
64182493,2,,0
64306254,2,,0
64350419,2,,0
64398271,2,,0
64690391,2,,0
64787588,2,,0
64472439,2,,1
64522267,2,,1
64560282,2,,1
64543289,2,,2
64673818,2,,2
64494433,2,,3
64346210,3,,0
64725550,3,,0
64683453,3,,1
64774712,3,,1
64324129,3,,2
64768134,3,,14
64424392,4,,0
64538404,4,,0
64793291,4,,0
64258396,4,,1
64389159,4,,1
64496435,4,,1
64634498,4,,4
64803815,4,,20
64633700,4,,23
64186754,5,,0
64205124,5,,0
64543484,5,,0
64745509,5,,0
64637524,5,,2
64598328,5,,3
64717200,5,,4
64766319,6,,0
64785153,6,,0
64501114,6,,2
64795291,6,,2
64776884,6,,3
64297966,7,,0
64600436,7,,0
64735734,7,,1
64476471,8,,0
64372292,8,,2
64717471,8,,10
64306238,8,,103
64729119,9,,0
64273528,10,,0
64665256,10,,1
64447690,11,,1
64262896,13,,0
64228925,20,,2
1905653,1,,0
1960768,1,,0
2044221,1,,0
2116695,1,,0
2191179,1,,0
2210045,1,,0
2305416,1,,0
2381235,1,,0
2385872,1,,0
2406695,1,,0
1966413,1,,1
2059514,1,,1
2266378,1,,1
1910425,1,,2
1915672,1,,2
2044346,1,,2
2203028,1,,2
2433190,1,,2
2479646,1,,3
2289083,1,,4
2384421,1,,4
2212894,1,,8
2196830,1,,43
1969854,2,,0
2049591,2,,0
2326805,2,,0
1916374,2,,1
2068811,2,,1
2105540,2,,1
2197254,2,,1
2237345,2,,1
2305939,2,,1
2332542,2,,1
2382143,2,,1
2447958,2,,1
2429412,2,,2
2461495,2,,2
2465929,2,,2
1915018,2,,3
2337723,2,,3
2364997,2,,5
2356872,2,,12
2001674,3,,0
2098001,3,,0
2359600,3,,0
2494505,3,,0
1890190,3,,1
2016794,3,,1
2065378,3,,1
2164699,3,,1
2258711,3,,1
2464336,3,,1
1958037,3,,2
2351689,3,,3
2225846,3,,4
2318724,3,,4
2445853,3,,4
2126820,3,,5
2141500,3,,5
2174488,3,,8
2158166,3,,9
2444715,3,,10
2137427,3,,25
2135797,3,,60
1952792,4,,0
2075252,4,,0
2106341,4,,0
2015812,4,,1
2051758,4,,1
2106229,4,,1
2190256,4,,1
1995379,4,,2
2032438,4,,4
2380871,4,,7
2295430,4,,8
1957358,4,,15
2065127,4,,15
1997280,4,,32
2244410,4,,53
2344347,4,,77
2187293,4,,148
1929031,5,,0
2242937,5,,1
1986275,5,,3
2256582,5,,3
2424337,5,,3
2087528,5,,7
2147886,5,,9
2096724,5,,10
2122916,5,,15
2309390,5,,15
2191928,5,,26
1886351,5,,27
2321423,5,,77
2477341,5,,139
2244682,6,,0
2377240,6,,0
1989519,6,,1
2214910,6,,1
2467631,6,,1
2221303,6,,2
2327063,6,,2
2269487,6,,3
2190283,6,,20
2135662,6,,96
1976634,6,,-1
2135867,7,,0
1905102,7,,34
2271574,7,,37
2400303,7,,43
2392117,8,,0
2330770,8,,1
2230800,8,,14
2178498,9,,2
2208445,9,,9
1954868,9,,17
2444466,9,,31
1984346,9,,589
2279130,10,,0
2164811,10,,1
1982920,11,,1
2282656,12,,269
2002889,18,,0
2033124,82,,783
9324781,1,,0
9347287,1,,0
9387820,1,,0
9032117,1,,1
9084652,1,,1
9366861,1,,1
9276463,1,,2
9295750,1,,4
9353204,1,,4
9537058,1,,5
9468562,1,,6
8979483,1,,8
9486743,1,,8
9013693,2,,0
9038130,2,,0
9159843,2,,0
9269367,2,,0
9408907,2,,0
9466956,2,,0
8953021,2,,1
9157167,2,,1
9492718,2,,2
8939364,2,,3
9162235,2,,3
9179494,2,,4
9201602,2,,10
9398422,2,,10
8934117,2,,14
9117408,3,,0
9127824,3,,0
9135441,3,,0
9408621,3,,0
8968511,3,,1
9084689,3,,1
9174888,3,,2
9260042,3,,2
9284873,3,,2
9388930,3,,2
9162858,3,,3
9233497,3,,3
9300849,3,,3
9374974,3,,3
9108765,3,,5
9166751,3,,7
8933997,3,,8
9179152,3,,12
9444959,3,,12
9239266,3,,14
8951731,3,,-1
9415594,4,,0
8960535,4,,1
9063096,4,,1
9142464,4,,1
8976107,4,,2
8989739,4,,2
9381657,4,,3
9437136,4,,3
8924228,4,,4
9428059,4,,6
9089764,4,,7
9252094,4,,7
9098992,4,,-3
9522809,4,,-1
9458524,5,,0
9227228,5,,1
9308513,5,,1
9393441,5,,1
9098966,5,,4
9067901,5,,13
9536774,6,,2
8941865,6,,4
9450330,6,,4
9502739,6,,4
9339940,6,,6
9409094,6,,10
9401727,6,,-2
8926362,7,,0
9200412,7,,1
9291029,7,,2
9174133,7,,3
9378546,7,,5
9505307,7,,7
9181276,7,,9
9335383,8,,1
9437334,8,,3
9213689,8,,10
9011265,8,,53
9167247,9,,0
9411849,9,,1
9330889,9,,2
9345113,9,,4
9435432,9,,35
9332328,10,,2
9234323,11,,154
9525764,12,,2
9077054,13,,1
9535354,19,,98
9229793,23,,1789
5735170,1,,0
5743740,1,,0
6165099,1,,0
6214006,1,,0
5820960,1,,1
5938623,1,,1
5970149,1,,1
6261334,1,,1
5751093,1,,2
5783802,1,,2
5928857,1,,2
5961295,1,,2
5781967,1,,3
5738961,1,,10
5738879,1,,21
5723303,1,,-1
5729490,2,,0
5983053,2,,0
6112203,2,,0
6159978,2,,0
6228353,2,,0
6252892,2,,0
6291218,2,,0
5825622,2,,1
6049186,2,,1
6071037,2,,1
6083901,2,,1
6231552,2,,1
5798679,2,,2
5826108,2,,2
6053767,2,,2
6107503,2,,2
6131966,2,,2
6184125,2,,2
5736721,2,,3
5770129,2,,11
5765574,2,,17
6262229,2,,19
5825101,3,,0
5881329,3,,0
6004637,3,,0
6189186,3,,0
6323387,3,,0
5696637,3,,1
5785672,3,,1
5886448,3,,1
5915437,3,,1
5943689,3,,1
6093270,3,,1
6238666,3,,1
5832380,3,,2
5992050,3,,2
6148333,3,,2
5992423,3,,3
6251995,3,,3
6285780,3,,3
5806443,3,,4
5862317,3,,4
5936612,3,,4
6084465,3,,4
5745855,3,,5
5950390,3,,5
5957982,3,,5
5799452,3,,6
6168640,3,,7
6219326,3,,7
6272314,3,,33
5943615,3,,34
5780461,4,,0
5968664,4,,0
5926134,4,,1
6197636,4,,3
5688560,4,,4
5736784,4,,4
5829849,4,,5
6117555,4,,6
6296215,4,,14
6037405,4,,21
5825439,4,,45
5815766,5,,1
5966208,5,,1
6257568,5,,1
6012238,5,,3
5757782,5,,4
6315468,5,,4
6001412,5,,6
5936224,5,,12
5928457,5,,14
5968330,5,,15
5952189,5,,20
6191732,5,,28
6009208,5,,52
6085652,6,,0
6251116,6,,1
5851534,6,,2
5953015,6,,2
5965073,6,,9
6219795,6,,10
6101453,6,,17
5937636,6,,19
6108168,6,,32
5784220,7,,2
5912090,7,,2
5995925,7,,2
6255276,7,,4
5982666,7,,5
5688014,7,,6
5724530,8,,1
5937052,8,,1
5748144,8,,3
5775098,8,,6
5688555,8,,10
6274973,8,,-1
5728426,9,,4
5968798,9,,104
6036355,9,,-2
5691421,9,,-1
6115287,10,,0
5701385,10,,2
5882648,10,,5
6277726,10,,10
6021341,11,,2
6307392,11,,7
5697447,12,,1
5716785,12,,1
6287695,20,,1
6125359,24,,2
5851781,42,,3
15915507,1,,0
15938377,1,,0
16053077,1,,0
16116849,1,,0
16143144,1,,0
16429308,1,,0
16016993,1,,1
16092228,1,,1
16107968,1,,1
16360583,1,,1
16455757,1,,1
16460402,1,,1
16523488,1,,1
16123444,1,,2
16232785,1,,2
15968966,1,,3
16444199,1,,3
16511648,1,,3
16349274,1,,4
15978158,1,,6
16471658,1,,9
16354947,1,,106
15923382,2,,0
15973408,2,,0
16388046,2,,0
16446296,2,,0
16453442,2,,0
16095350,2,,1
16206072,2,,1
16433676,2,,1
16062377,2,,2
16264345,2,,4
16490978,2,,12
16505009,2,,33
15921572,3,,0
15989394,3,,0
16478726,3,,0
15939174,3,,1
15989710,3,,1
16025227,3,,1
16413924,3,,1
16022656,3,,3
16495812,3,,5
16484078,3,,9
16486384,3,,9
16305219,3,,13
16353458,3,,27
16534914,3,,-3
16327418,4,,0
15959894,4,,1
15960771,4,,1
15991657,4,,1
16511970,4,,1
16020148,4,,2
16152778,4,,2
16548956,4,,2
16002981,4,,4
16095191,4,,4
16520459,4,,50
16227842,5,,0
16238085,5,,0
16122543,5,,2
16534082,5,,3
16329129,5,,5
16101903,5,,6
16177962,5,,13
16313110,5,,25
16191955,5,,29
16064779,6,,0
15938433,6,,1
15947238,6,,1
16548686,6,,1
16011137,6,,2
16088191,6,,2
16238000,6,,2
16283186,6,,2
16313166,6,,2
16555916,6,,8
16109184,6,,9
16319018,6,,-1
16306898,7,,0
16201801,7,,1
16082734,7,,2
16444949,7,,4
16116130,7,,5
16378782,7,,53
16512107,8,,0
16378239,8,,1
16194687,8,,2
16332923,8,,3
16315607,8,,10
16054062,8,,25
16176965,9,,0
15919814,10,,1
15937797,10,,1
16045055,10,,1
15989998,11,,4
16225736,11,,77
16262057,13,,1
16311477,16,,3
16545498,17,,0
16315203,18,,13
14024423,1,,0
14087986,1,,0
14317592,1,,0
14035263,1,,1
14087101,1,,1
14163217,1,,1
14267091,1,,1
14387669,1,,1
14122149,1,,2
14365127,1,,7
14013116,2,,0
14056047,2,,0
14137647,2,,0
14241422,2,,0
14508615,2,,0
14140426,2,,1
14357669,2,,1
14382302,2,,1
14271811,2,,2
14499532,2,,2
14270221,2,,4
14566006,2,,-1
14017753,3,,0
14024347,3,,0
14250508,3,,0
14408256,3,,0
14619088,3,,0
14092988,3,,1
14165661,3,,1
14389084,3,,1
14478037,3,,1
14577254,3,,1
14587203,3,,1
14133796,3,,2
14167515,3,,2
14230352,3,,2
14380521,3,,2
14397638,3,,4
14539043,3,,4
14238017,3,,8
14350500,3,,8
14562996,3,,13
14496613,3,,65
14403983,4,,0
14468255,4,,0
14203309,4,,1
14235307,4,,1
14381473,4,,2
14057740,4,,3
14418386,4,,5
14300356,4,,19
14562521,4,,19
14287953,4,,35
14314206,4,,141
14108850,5,,0
14263157,5,,1
14486160,5,,1
14508873,5,,1
14507122,5,,2
14475782,5,,5
14327445,5,,6
14022118,6,,0
14369292,6,,0
14113978,6,,1
14340202,6,,1
14459716,6,,2
14488421,6,,102
14086605,7,,1
14359685,7,,1
14378738,7,,1
14421528,7,,1
14535628,7,,1
14148741,7,,2
14282720,7,,2
14328508,7,,2
14146065,7,,50
14253775,8,,0
14521818,8,,1
14061167,8,,4
14273569,8,,4
14387937,9,,0
13998859,9,,2
14166254,9,,2
14299506,9,,3
14003560,9,,4
14260232,9,,7
14184002,9,,377
14537111,10,,1
14124822,10,,-1
14167862,11,,0
14155559,11,,2
14207438,11,,2
14159834,11,,10
14570398,14,,1
14165836,14,,2
14470154,14,,5
14048003,14,,820
14078434,15,,1
14431571,17,,8
14428340,33,,1468
48896103,1,,0
48936528,1,,0
49025245,1,,0
49066828,1,,0
48742521,1,,1
49089494,1,,1
48846508,1,,2
48977730,1,,2
48870029,1,,3
48956660,1,,4
49324527,1,,5
48990426,1,,6
48759848,1,,-1
48742847,2,,0
48749348,2,,0
48911995,2,,0
48929510,2,,0
49238810,2,,0
49317578,2,,0
49060242,2,,1
48758912,2,,2
48791837,2,,2
48795338,2,,8
48884917,2,,9
49018534,2,,47
48974194,2,,-2
48862597,2,,-1
48930963,3,,0
49138988,3,,0
48767919,3,,1
48771470,3,,1
48987914,3,,1
48932113,3,,2
49325319,3,,2
48928432,3,,3
48814404,3,,47
48758895,4,,0
49193626,4,,0
48948480,4,,1
49046957,4,,1
49193325,4,,1
48802313,4,,12
48803912,5,,0
49175803,5,,0
48818160,5,,1
49268180,5,,1
48928237,5,,2
49111898,5,,2
49190619,5,,4
48754178,5,,8
49153393,5,,14
48971393,5,,39
49020165,6,,1
48958185,6,,10
48799068,7,,0
49236481,7,,0
48742466,7,,1
48831790,7,,1
48756389,8,,1
48732016,8,,3
48730120,8,,5
49120904,8,,10
49151351,9,,2
49323956,9,,497
49305312,10,,109
48867112,11,,1
48819633,11,,2
48756021,13,,2
49073898,13,,2
48973148,27,,0
48763530,43,,1
13428285,1,,0
13441284,1,,0
13456904,1,,0
13479973,1,,0
13754454,1,,0
13877509,1,,0
13986123,1,,0
13472244,1,,1
13525927,1,,1
13545866,1,,1
13554436,1,,1
13859958,1,,1
13367969,1,,2
13413331,1,,2
13458190,1,,2
13775292,1,,2
13458456,1,,3
13608223,1,,4
13759658,1,,4
13775618,1,,4
13788572,1,,4
13464649,1,,7
13773426,1,,7
13747416,1,,8
13723674,1,,10
13373227,1,,18
13511164,2,,0
13658640,2,,0
13966288,2,,0
13407055,2,,1
13605649,2,,1
13991576,2,,1
13502495,2,,2
13669750,2,,2
13917486,2,,3
13944451,2,,3
13612648,2,,7
13565671,2,,-2
13826724,3,,0
13632099,3,,1
13771557,3,,1
13678137,3,,2
13452943,3,,3
13421580,3,,4
13413971,3,,6
13491102,3,,6
13722281,3,,6
13643925,3,,10
13831142,3,,68
13780593,4,,0
13984431,4,,0
13614387,4,,1
13827998,4,,1
13835595,4,,1
13860159,4,,1
13550910,4,,3
13536529,4,,4
13762856,4,,4
13403067,4,,18
13700960,4,,69
13377979,5,,1
13487260,5,,1
13640409,5,,1
13540888,5,,2
13631297,5,,2
13826563,5,,3
13701903,5,,6
13956709,5,,21
13567624,5,,-2
13383042,6,,0
13386497,6,,0
13828178,6,,0
13396775,6,,1
13465650,6,,1
13498861,6,,1
13902084,6,,1
13830239,6,,9
13916313,6,,17
13721364,6,,24
13996832,7,,1
13843566,7,,3
13554326,7,,11
13869844,7,,22
13855920,8,,0
13586264,8,,7
13893381,8,,43
13786573,9,,1
13733855,9,,3
13954100,9,,3
13707200,9,,34
13476779,10,,1
13579442,10,,1
13555815,11,,1
13939037,11,,1
13567388,11,,148
13450168,12,,1
13622776,12,,2
13640019,12,,3
13717033,13,,1
13912034,14,,56
13376771,15,,184
13548736,16,,1
13854885,21,,0
1050672,1,,0
1202278,2,,0
801518,3,,0
883996,2,,0
726881,2,,0
995311,14,,0
728270,3,,0
1100871,1,,0
1265116,4,,0
1255530,1,,0
1187405,1,,0
1017885,2,,0
921870,4,,1
1187956,8,,1
1162892,4,,1
1168996,5,,1
1267268,13,,1
1050261,12,,1
1032645,2,,1
1061374,1,,1
1044367,1,,1
712012,1,,1
1033737,2,,1
939254,1,,1
1269840,2,,1
1095977,1,,1
843311,3,,1
1173911,1,,1
1086915,3,,1
716284,2,,1
828961,12,,1
1061967,4,,2
684367,1,,2
810325,1,,2
884210,1,,2
963430,4,,2
813131,5,,2
909069,7,,2
864244,27,,2
727577,6,,2
1238046,4,,2
801592,7,,3
703989,3,,3
943838,5,,3
936637,8,,3
1188050,1,,3
1248940,1,,3
707740,3,,4
769991,1,,4
996595,6,,4
1188432,3,,4
890205,2,,4
959712,2,,5
882864,8,,5
732663,5,,5
716796,5,,6
683973,6,,6
1184324,1,,6
1099721,3,,6
685340,9,,6
773087,4,,6
698628,3,,7
722853,2,,7
1068407,3,,8
848376,9,,8
834344,2,,8
997130,3,,8
991012,12,,11
1131880,3,,12
807907,4,,14
1181580,4,,14
805941,5,,14
1222298,3,,14
814349,2,,14
957111,7,,17
1009268,9,,19
668857,12,,21
781785,9,,22
1175423,6,,22
1156331,6,,280
746719,7,,25
904526,9,,35
911796,7,,35
887387,8,,40
1179615,3,,40
872883,19,,43
954319,6,,44
1008109,10,,53
1108084,8,,53
733736,4,,53
1072332,3,,57
832526,8,,58
1059323,7,,65
787251,3,,65
847828,11,,79
1133470,7,,107
749769,8,,366
1113937,23,,152
775075,23,,689
675299,24,,445
1195690,14,,486
952546,2,,-3
1257829,3,,-1
30606617,1,,0
30865823,1,,0
30867517,1,,0
30996445,1,,0
30651640,1,,1
30679668,1,,1
30722548,1,,1
30925061,1,,1
30960540,1,,1
31027902,1,,1
31059953,1,,1
30584562,1,,2
31143409,1,,6
31078950,1,,7
30778926,2,,0
31058425,2,,0
31093791,2,,0
30706297,2,,1
30764543,2,,1
30915405,2,,1
31108785,2,,1
31150122,2,,1
30794408,2,,2
30941052,2,,4
31188315,2,,4
30705649,3,,0
31061647,3,,0
31063677,3,,0
31127767,3,,0
30655629,3,,1
30910317,3,,1
30921425,3,,1
30944001,3,,1
30954883,3,,1
30978267,3,,1
30901388,3,,2
30936460,3,,2
30877574,3,,4
30635068,4,,0
30635929,4,,0
30726801,4,,0
30821332,4,,0
31096880,4,,0
30683653,4,,1
30734592,4,,1
31164903,4,,1
30632119,4,,2
30668699,4,,2
30599652,5,,0
31148659,5,,0
30720548,5,,1
30833854,5,,1
30856181,5,,1
30903427,5,,2
31029242,5,,3
30788191,5,,11
31132624,5,,-6
30586597,6,,0
30723092,6,,0
30961046,6,,0
30879360,6,,131
31043350,7,,13
30819120,8,,0
31175669,8,,0
30920722,8,,1
30677300,8,,2
31036380,8,,7
30702340,9,,0
30856879,9,,1
31089972,9,,2
30806980,9,,23
30722666,10,,0
31186851,12,,0
31104393,12,,3
30661479,12,,182
31088643,15,,1
30962000,20,,2
5319022,1,,0
5438579,1,,0
5047055,1,,1
5192570,1,,1
5319975,1,,1
5339484,1,,1
5235265,1,,2
5364471,1,,2
5639146,1,,2
5249783,1,,3
5484169,1,,3
5263883,1,,4
5486438,1,,5
5622132,1,,5
5303132,1,,6
5309073,1,,8
5092916,1,,11
5333228,1,,12
5376758,1,,13
5110583,2,,0
5187636,2,,0
5205178,2,,0
5274390,2,,0
5317714,2,,0
5349463,2,,0
5584451,2,,0
5051516,2,,1
5100129,2,,1
5178056,2,,1
5182885,2,,1
5223185,2,,1
5310810,2,,1
5391184,2,,1
5395610,2,,1
5472367,2,,1
5664496,2,,1
5046047,2,,2
5059090,2,,2
5069573,2,,3
5304182,2,,4
5600083,2,,4
5091325,2,,7
5336195,2,,13
5247967,2,,14
5546147,2,,16
5250820,3,,0
5425431,3,,0
5466439,3,,0
5530893,3,,0
5538513,3,,0
5353998,3,,1
5379421,3,,1
5588635,3,,1
5613567,3,,1
5157403,3,,2
5161358,3,,2
5167029,3,,2
5209998,3,,3
5495077,3,,3
5533745,3,,3
5598546,3,,3
5353298,3,,4
5518241,3,,7
5349815,3,,17
5331526,3,,26
5237994,3,,34
5097988,4,,0
5297906,4,,0
5650695,4,,0
5179122,4,,1
5306172,4,,1
5127259,4,,2
5473705,4,,2
5532479,4,,4
5681433,4,,5
5290957,4,,6
5405944,4,,7
5244605,4,,26
5153882,5,,0
5492251,5,,1
5531716,5,,1
5541524,5,,2
5068298,5,,3
5312216,5,,3
5633711,5,,9
5381922,5,,43
5089879,6,,0
5466399,6,,3
5467937,6,,5
5468608,6,,-1
5619622,7,,1
5331740,7,,2
5449834,7,,12
5608228,7,,19
5307370,7,,32
5486820,7,,37
5660517,8,,1
5098470,8,,12
5142662,9,,1
5129350,10,,0
5137806,10,,3
5099479,10,,34
5373725,11,,0
5549786,11,,20
5541039,11,,21
5147970,12,,1
5263027,13,,2
5277299,13,,3
5452462,15,,20
